Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar
172.591,5.43,155,0.61,3.91,0.57,1503.027171552286,2934.557027581037,790.8750819672132,2.043787550150603
116.016,6.94,334,0.61,3.25,0.67,3329.365755663557,2705.313824781393,765.795081967213,5.3832581910032165
79.3,6.15,237,1.09,3.09,0.52,854.6102572476656,3267.3019572565104,644.208990825688,3.418854898757388
130.878,6.56,256,1.39,3.52,0.8,3286.1516010135924,2943.785605624283,628.8679136690647,3.7768
142.856,5.73,186,0.88,3.71,0.43,1708.4907495498394,3198.3935595970956,702.7981818181818,2.5293614365114956
148.737,6.96,149,0.64,3.33,0.75,5538.800707794592,2702.3655896056566,756.54,1.9550214293954575
148.443,5.87,192,0.76,3.96,1.17,2213.6358715864776,3275.3263877051945,741.0063157894737,2.6283440323406366
104.163,5.93,347,1.16,2.25,0.51,1170.0832514970166,3292.775028581624,603.4310344827586,5.671115036430731
112.429,6.66,365,0.7,3.81,1.03,2605.621628511862,2855.4738977694856,753.3514285714285,6.0786521669664975
96.23,5.92,158,0.71,3.89,0.65,987.1706357299727,3290.5749483385894,753.1721126760563,2.0888233633730344
163.156,6.19,289,0.69,2.76,0.71,3757.6226633254937,3248.1241722823684,716.7640579710145,4.430400000000001
122.733,6.77,376,1.04,3.86,0.54,3345.928230805723,2774.9666791108625,680.5261538461539,6.332728404443327
135.145,6.91,129,0.63,3.63,1.06,4435.626653323236,2711.911894296917,771.908253968254,1.6721266825731766
153.279,5.66,271,0.62,2.15,0.7,1776.6469338832449,3144.526102230515,719.7645161290322,4.068978430867858
135.936,5.36,255,0.64,2.38,0.64,800.0207203074319,2872.2662125304787,720.44,3.7576187622249475
177.996,6.23,126,0.81,2.6,1.12,4640.290411185204,3225.0333208891375,676.3308641975309,1.63147719376044
86.141,6.83,198,0.98,2.26,0.42,1713.7698372758057,2741.777391898817,629.145306122449,2.728885569068094
151.92,5.24,326,0.66,3.91,1.11,730.3082559115218,2781.309411773577,771.0042424242424,5.208866598237839
177.9,6.02,216,0.76,2.46,0.92,3770.574302719762,3299.4080185284815,684.0063157894737,3.039630965317599
143.007,7.0,335,1.16,3.18,0.87,5243.869855385592,2700.0,638.7710344827586,5.405205398349798
86.439,6.39,378,1.23,2.3,0.67,1256.098094727159,3101.6213760735877,597.4813008130081,6.379327961595611
146.572,6.75,361,0.71,2.67,0.58,4709.066787176438,2787.867965644036,706.8121126760564,5.9872000000000005
113.761,6.56,136,0.96,3.9,0.45,2482.7963458104127,2943.785605624283,694.8666666666668,1.7688151323183374
165.953,6.63,378,1.22,3.68,0.83,5558.331689924496,2880.855632809566,650.9875409836066,6.379327961595611
100.299,5.94,353,0.95,3.06,0.65,1097.3807564117312,3294.686175218607,664.7010526315789,5.8058142900029965
127.382,6.52,126,0.72,2.45,0.73,3021.27971675642,2981.1628441412063,695.3222222222223,1.63147719376044
141.907,6.98,211,0.64,3.93,0.81,5102.569242168703,2700.5919814715185,779.34,2.9519616310211707
117.505,6.56,242,0.76,2.67,0.76,2648.908696637794,2943.785605624283,691.9863157894737,3.5117092024297434
174.326,5.59,215,1.31,2.54,0.77,2057.9147328592917,3083.6973318117684,598.6574045801526,3.0220150673618114
160.29,5.27,126,1.1,2.18,0.8,885.7841410373692,2801.6064404029044,608.2945454545454,1.63147719376044
174.483,6.21,248,0.77,3.28,0.51,4378.031815382101,3237.0465037127074,712.4322077922078,3.624406324407887
175.482,6.36,217,1.01,3.3,0.93,5050.274174588552,3127.7337874695213,663.8158415841584,3.0572876881571225
163.671,5.66,302,1.4,2.08,0.84,2025.7193927283213,3144.526102230515,573.3257142857143,4.698560362791037
109.155,6.36,304,0.91,3.72,0.97,1954.0563034421432,3127.7337874695213,697.1841758241758,4.740336892276368
178.945,5.7,172,1.28,3.52,0.77,2568.870584012262,3176.335575687742,638.76,2.3046070818879105
113.078,5.75,280,0.79,2.06,1.06,1100.4865811872328,3212.132034355964,660.8116455696202,4.248236918872658
175.395,5.54,354,0.68,2.48,1.19,1913.4780314293782,3037.5999700692914,709.5341176470588,5.828376202934624
124.41,6.66,120,0.94,2.29,1.11,3190.547649369221,2855.4738977694856,637.2327659574468,1.551627310409919
134.362,6.71,133,0.6,3.63,0.84,3851.9808935754218,2816.127883904107,784.6066666666668,1.7270646600729729
117.647,6.48,153,1.22,3.29,1.13,2499.491175841962,3018.8371558587937,636.1675409836065,2.014004385726805
165.174,5.42,389,1.35,2.83,0.62,1348.2809427586346,2925.3930338505434,606.0585185185186,6.637823405735946
172.562,5.45,201,0.63,3.61,0.79,1564.824085957357,2953.069660487931,771.148253968254,2.7797334581042583
163.54,6.59,256,1.17,2.09,0.63,5244.9910861963235,2916.302668188231,596.1721367521367,3.7768
98.349,6.61,352,0.78,2.76,1.17,1924.464355192514,2898.3786239264123,690.0082051282051,5.783284311865111
123.02,5.41,234,0.75,2.7,0.57,732.2646316437043,2916.3026681882316,695.9333333333334,3.3636093588337084
83.003,6.98,295,0.63,3.1,0.48,1745.696929352868,2700.5919814715185,751.7682539682539,4.55343311280697
117.548,6.31,391,1.24,3.85,0.61,2172.1426718485445,3168.6250133556396,655.332258064516,6.685219595131607
176.159,6.53,189,0.74,2.38,1.0,5821.802040375544,2971.7675060044453,686.6562162162162,2.5786563352319694
177.932,6.68,353,0.98,2.26,0.96,6617.609742367211,2839.251961506301,629.145306122449,5.8058142900029965
134.724,6.61,350,0.92,3.72,1.04,3611.269600751032,2898.3786239264123,695.2730434782609,5.738320341483519
152.069,6.31,240,1.13,3.87,1.18,3635.291482698655,3168.6250133556396,668.6529203539823,3.474451209887296
132.71,5.75,125,0.83,2.95,0.55,1515.7787439090098,3212.132034355964,684.8710843373494,1.618033988749895
54.393,6.96,143,0.74,2.6,0.68,740.7364725778988,2702.3655896056566,695.0162162162162,1.8680250290108
166.639,6.33,313,0.94,3.03,0.97,4440.582968600668,3152.7124247251113,665.3527659574468,4.9300282256437145
153.381,6.91,287,0.96,3.65,0.51,5713.446289668028,2711.911894296917,685.3666666666668,4.389670669863968
172.47,5.4,329,1.08,2.22,0.54,1408.6775053698161,2907.294901687516,612.5081481481482,5.2740156011475285
138.858,6.73,252,0.81,2.72,1.1,4170.173657081916,2801.6064404029044,680.8908641975308,3.7003007858637287
122.012,5.64,293,1.21,2.64,0.67,1091.8324340764868,3127.7337874695213,612.5514049586777,4.512281704965393
92.736,6.98,270,0.68,3.68,0.93,2179.104150757467,2700.5919814715185,755.1341176470588,4.049242172633477
169.909,5.32,207,1.05,3.56,1.09,1135.0760018560761,2839.251961506301,667.6609523809524,2.882569100781759
159.91,6.03,385,1.1,2.8,1.18,3079.0427500094556,3298.668589380924,631.8545454545454,6.543396396067364
86.47,5.94,151,1.09,3.14,0.99,815.6334944758879,3294.686175218607,646.1089908256881,1.9844152518752967
151.583,6.97,162,1.12,3.98,0.55,5787.439676767872,2701.331410619076,674.0971428571429,2.149538699151978
178.091,5.85,237,1.0,3.07,0.86,3108.979519994862,3267.3019572565104,656.66,3.418854898757388
87.134,6.68,139,0.91,2.24,0.92,1586.968600943057,2839.251961506301,640.9441758241758,1.8110286648277376
175.487,6.3,297,0.79,3.59,1.08,4799.504060284545,3176.335575687742,718.9516455696203,4.5947242544523075
156.318,5.81,381,0.66,2.32,0.62,2277.31754979337,3248.1241722823684,710.5842424242423,6.449458651003468
100.304,6.18,239,1.39,3.23,0.67,1406.9126827918983,3253.298377650605,617.8479136690647,3.4558802682111467
159.708,5.38,183,0.94,3.87,1.18,1155.8395774585588,2889.5626341945967,697.2727659574467,2.4804624914398152
151.935,5.38,333,1.37,2.18,1.01,1046.067909551109,2889.5626341945967,579.6283211678832,5.3613438142143375
179.958,6.31,197,0.67,3.77,0.59,5090.965742268632,3168.6250133556396,762.0659701492536,2.7120214103846285
113.315,5.63,343,1.34,2.16,0.64,927.1802106980545,3119.144367190434,581.4829850746269,5.581959118292866
145.348,5.3,147,1.36,3.92,1.0,789.3451655632393,2823.664424312258,646.6070588235294,1.9258242247906998
171.715,6.16,320,1.28,2.78,1.08,4045.804346407666,3262.892004013159,610.64,5.07946721791957
157.447,6.32,186,1.28,3.25,0.67,3930.5495149589337,3160.748038493699,628.5,2.5293614365114956
67.102,6.44,245,1.12,3.11,0.4,788.0536033020841,3056.214394375717,641.0371428571428,3.5678852651297115
173.108,5.16,206,1.38,2.09,0.89,730.4918180317776,2737.107995986841,575.3620289855072,2.865324975558327
120.926,5.85,273,1.02,2.41,0.63,1433.4194434205624,3267.3019572565104,628.4427450980393,4.108560222581854
64.296,6.89,329,0.81,3.89,0.43,991.6214440741365,2717.7357693137324,725.3508641975308,5.2740156011475285
130.755,5.44,132,1.06,3.91,0.83,880.5183348221374,2943.785605624283,679.5233962264151,1.7132516309488317
122.719,5.51,283,1.15,2.97,1.1,887.6613204437032,3009.4232277234382,631.9904347826088,4.308637509661428
130.736,6.36,195,1.07,3.75,0.54,2803.1103277654606,3127.7337874695213,672.0327102803739,2.678421446827955
108.046,6.29,141,1.09,2.14,0.71,1803.6296373656367,3183.872116095893,608.1089908256881,1.8394257874178772
145.848,6.72,179,0.84,2.26,0.66,4569.623095802052,2808.7728030753933,656.3561904761905,2.415885424549182
108.025,5.97,175,0.72,3.79,1.2,1316.6732051552992,3298.668589380924,746.2422222222222,2.3520259177452134
157.827,5.27,287,1.1,2.83,0.42,858.7715444553074,2801.6064404029044,632.9945454545455,4.389670669863968
112.786,5.58,324,1.07,2.17,0.59,847.2687721024861,3074.6069661494566,611.9927102803738,5.1656
114.141,6.32,378,0.87,2.28,0.45,2065.702798735554,3160.748038493699,650.5480459770115,6.379327961595611
161.498,6.23,310,0.84,3.76,1.09,3819.961385304383,3225.0333208891375,713.3561904761905,4.866490581691434
90.522,6.06,174,0.88,2.98,0.73,1018.0704158469242,3294.686175218607,675.0581818181818,2.33617410939159
143.271,6.76,208,1.21,3.69,1.14,4529.364839884744,2781.309411773577,652.4514049586777,2.8998549289488316
123.046,6.17,341,1.28,2.05,0.42,2097.295209915792,3258.222608101183,582.9,5.53757535328257
135.612,6.56,208,1.0,3.16,0.57,3528.1784050183605,2943.785605624283,660.08,2.8998549289488316
118.488,6.56,170,1.19,3.2,0.86,2693.41350491756,2943.785605624283,636.053781512605,2.27322305421512
88.837,6.45,382,0.93,3.08,1.15,1392.2099172122737,3046.930339512069,669.0830107526882,6.472897079307495
165.624,6.16,165,0.74,2.22,0.43,3763.872873072474,3262.892004013159,680.5762162162163,2.195570700383797
107.098,6.93,143,0.81,2.35,0.81,2819.96704583756,2707.224971418376,666.8308641975309,1.8680250290108
147.548,6.62,126,0.81,3.27,0.69,4362.618993658287,2889.5626341945963,701.7908641975308,1.63147719376044
159.355,6.19,382,0.69,2.19,1.18,3584.5814828606053,3248.1241722823684,695.1040579710145,6.472897079307495
172.428,5.69,240,0.71,2.46,0.46,2350.771504399978,3168.6250133556396,698.8321126760563,3.474451209887296
168.988,6.08,140,1.08,2.57,0.56,3621.366835229766,3290.5749483385894,625.8081481481481,1.8252018714143141
103.817,5.78,259,1.2,3.07,0.86,965.8699967134831,3231.153972832737,629.9933333333333,3.83456842185012
98.87,6.6,325,1.3,2.4,0.68,1930.9505512553853,2907.2949016875164,594.276923076923,5.187216658103186
177.005,6.83,162,0.69,3.47,1.1,7236.086427635566,2741.777391898817,743.7440579710145,2.149538699151978
103.893,6.51,237,0.77,2.07,1.18,1994.5978428255482,2990.5767722765618,666.4522077922078,3.418854898757388
79.313,6.64,124,1.38,2.22,0.71,1278.6148728946034,2872.2662125304787,580.3020289855073,1.6046444495854764
125.01,5.43,326,0.71,2.43,0.91,788.5333246012434,2934.557027581037,697.6921126760564,5.208866598237839
126.131,6.28,194,0.94,3.72,1.19,2436.5298440997585,3191.2271969246067,691.5727659574468,2.6616858606189755
130.134,6.39,193,0.66,3.18,0.87,2846.988069693413,3101.6213760735877,743.2642424242424,2.64499335197105
99.117,5.9,325,0.64,2.53,0.51,1023.0447131347574,3285.316954888546,726.14,5.187216658103186
84.64,6.79,156,1.07,3.13,1.19,1612.3084721339703,2762.953496287293,648.4727102803738,2.0587515004002404
105.513,6.73,130,1.13,3.44,0.41,2407.8214090611214,2801.6064404029044,652.3129203539823,1.6857824421031036
133.559,6.78,234,1.0,2.82,0.8,3988.401694201743,2768.8460271672634,647.16,3.3636093588337084
124.185,5.52,138,1.33,2.87,1.0,925.6746189942298,3018.8371558587937,609.3607518796993,1.7969063497415687
161.037,6.82,393,1.23,3.3,0.77,5951.082218102077,2746.7016223493956,635.4813008130081,6.732737157942729
168.131,6.3,213,0.93,3.91,0.46,4405.569493804,3176.335575687742,700.6230107526882,2.986906126093223
150.93,5.31,259,0.69,2.69,0.44,873.3336626496217,2831.3749866443604,714.1040579710145,3.83456842185012
142.239,6.26,177,1.05,3.83,0.64,3044.275276072667,3205.364131778607,677.9209523809524,2.3838654729040503
61.402,6.72,268,1.2,2.72,0.97,809.9243560747054,2808.7728030753933,616.6933333333334,4.009879268578906
85.571,6.88,340,1.07,2.99,0.4,1745.51416435308,2721.0670542335247,643.1527102803739,5.515432184767331
122.738,5.62,361,0.81,2.59,0.41,1070.7890463321937,3110.4373658054033,675.9508641975308,5.9872000000000005
99.38,5.72,148,0.9,3.81,0.95,815.2860055980249,3191.2271969246067,702.5577777777778,1.9403981671746184
142.121,6.83,166,1.24,3.6,1.01,4664.973552445724,2741.777391898817,645.832258064516,2.2110083109090968
67.866,6.48,394,0.79,2.16,1.13,831.7530443458417,3018.8371558587937,664.6116455696204,6.756541357651207
137.002,5.98,259,0.88,3.0,0.69,2141.352925879255,3299.4080185284815,675.8181818181818,3.83456842185012
109.817,6.08,171,0.63,3.28,0.83,1529.3255305338303,3290.5749483385894,758.608253968254,2.2888921264290927
109.893,6.44,270,0.74,2.87,1.12,2113.610164142469,3056.214394375717,705.2762162162162,4.049242172633477
66.371,6.62,130,0.76,3.39,0.56,882.7492433592007,2889.5626341945963,719.3463157894737,1.6857824421031036
86.593,6.49,191,0.93,2.43,1.12,1364.6023513254752,3009.4232277234382,644.3830107526882,2.6117380140538264
78.312,6.36,391,1.37,2.66,1.04,1005.7879685788832,3127.7337874695213,597.8683211678832,6.685219595131607
61.717,6.53,214,0.96,3.97,0.95,714.5907266576901,2971.7675060044453,697.5266666666666,3.0044400891217182
79.125,6.98,352,1.34,2.09,1.01,1586.385439502707,2700.5919814715185,578.8229850746268,5.783284311865111
163.579,5.82,327,0.92,2.65,0.74,2525.9406871453525,3253.298377650605,654.6130434782608,5.230549769318572
131.865,5.41,196,1.04,3.98,0.79,841.3480472522532,2916.3026681882316,685.0861538461538,2.6952000000000003
148.376,6.39,338,1.07,2.47,0.95,3701.1050061006176,3101.6213760735877,623.3927102803739,5.471243514453904
104.766,6.83,200,0.8,2.53,1.0,2534.973373887786,2741.777391898817,676.14,2.762741699796952
118.026,5.57,310,0.61,3.33,0.98,912.3913255234492,3065.442972418963,768.8350819672131,4.866490581691434
141.816,5.91,148,1.07,3.73,0.44,2119.1327492162036,3288.088105703083,671.2727102803739,1.9403981671746184
72.566,6.47,345,0.63,3.4,0.86,943.5949517931166,3028.2324939955547,763.168253968254,5.626472471397852
126.888,6.08,205,1.38,3.56,0.65,2041.746840071764,3290.5749483385894,631.2220289855072,2.848122654377322
115.617,6.59,229,0.66,3.89,0.91,2621.4414372936812,2916.302668188231,770.2442424242423,3.2723190581172292
177.977,6.21,315,0.89,2.49,0.49,4555.12645311141,3237.0465037127074,654.3952808988764,4.97255631602331
120.866,6.34,163,1.35,2.65,1.19,2355.987943162874,3144.526102230515,599.2185185185185,2.164835751658403
66.894,6.67,178,0.62,2.32,1.04,928.8728039030899,2847.2875752748887,726.2245161290323,2.39985296273159
164.515,5.19,201,1.36,2.41,0.87,732.1209255587054,2751.8758277176316,589.2270588235294,2.7797334581042583
177.357,6.51,208,1.1,2.06,0.93,5812.720476206026,2990.5767722765618,603.7345454545455,2.8998549289488316
89.678,6.53,122,0.81,3.46,1.15,1508.758012562825,2971.7675060044453,709.0108641975309,1.5780272352774767
175.421,6.49,179,1.29,3.63,0.6,5600.202203867679,3009.4232277234382,641.971007751938,2.415885424549182
159.826,5.49,361,1.25,2.47,1.11,1450.7297130589561,2990.5767722765618,601.86,5.9872000000000005
152.561,6.46,148,1.23,2.46,1.14,4138.237341705218,3037.5999700692914,603.5613008130082,1.9403981671746184
68.685,6.5,194,1.22,2.18,0.79,865.1576061721754,3000.0,593.9875409836066,2.6616858606189755
130.296,5.42,202,1.18,2.02,0.62,838.99464796586,2925.3930338505434,592.3532203389831,2.7967675372139866
169.406,6.04,292,0.91,3.18,1.05,3492.155663013365,3297.6344103943434,676.6641758241758,4.49175854981235
113.514,6.84,316,0.68,3.81,0.56,2995.0625733766483,2737.107995986841,760.0741176470588,4.993871097394762
115.742,6.28,266,0.91,2.3,0.9,2051.681878680947,3191.2271969246067,643.2241758241757,3.970662968367859
145.424,6.37,154,0.91,3.15,0.6,3497.273101620975,3119.144367190434,675.5241758241758,2.028871793186074
78.552,6.18,325,1.08,3.6,1.08,862.8695308542085,3253.298377650605,664.9481481481481,5.187216658103186
93.815,6.47,277,0.89,3.71,0.42,1577.1166098039594,3028.2324939955547,700.7552808988764,4.188159042123862
106.142,6.03,372,1.16,3.28,0.74,1356.559994827563,3298.668589380924,642.5710344827586,6.239900932943007
66.361,6.63,241,1.01,3.62,0.69,888.7918992523653,2880.855632809566,675.9758415841584,3.493060881438933
121.593,6.23,304,0.67,2.42,0.61,2165.418403628108,3225.0333208891375,710.7659701492537,4.740336892276368
117.186,6.67,220,1.14,3.47,0.56,2850.5809379248976,2847.2875752748887,652.2108771929825,3.1105018674576734
109.888,5.98,329,0.84,2.7,0.53,1377.6375607268685,3299.4080185284815,673.0761904761905,5.2740156011475285
80.491,6.51,389,0.81,3.25,0.49,1197.2295204683053,2990.5767722765618,701.0308641975308,6.637823405735946
178.494,6.75,285,0.83,2.51,1.07,6983.611416263518,2787.867965644036,668.1510843373494,4.3490830076785825
151.481,6.59,322,0.82,3.9,0.81,4500.006017420555,2916.302668188231,723.3219512195122,5.12246673541303
132.225,5.66,368,1.34,2.68,1.19,1322.095921063347,3144.526102230515,601.2429850746269,6.147571201853059
144.034,5.32,367,1.3,2.09,0.43,815.684514707516,2839.251961506301,582.496923076923,6.12456685621213
100.736,6.32,144,0.8,3.77,1.17,1608.9920404574711,3160.748038493699,723.26,1.8824
91.776,6.1,340,1.32,3.04,0.7,1089.864322765842,3285.316954888546,616.7321212121212,5.515432184767331
169.429,5.23,209,1.08,3.41,0.91,881.601488411479,2774.9666791108625,657.7281481481482,2.9171823596907207
174.754,6.49,159,1.01,2.73,0.64,5557.696078912417,3009.4232277234382,642.1558415841585,2.1039309710832326
170.751,6.12,237,1.34,3.12,1.05,3848.2249366322867,3278.9329457664753,617.9629850746269,3.418854898757388
141.168,6.81,133,1.23,2.02,1.05,4543.7583443176045,2751.8758277176316,586.8413008130082,1.7270646600729729
116.171,6.4,237,1.27,3.23,0.76,2287.384955510097,3092.705098312484,628.724251968504,3.418854898757388
156.274,6.85,336,0.98,3.99,0.71,5712.698499126987,2732.6980427434896,694.885306122449,5.42718538721652
149.29,6.66,196,1.08,3.41,0.89,4594.26551786368,2855.4738977694856,657.7281481481482,2.6952000000000003
152.186,5.65,261,0.72,2.74,0.43,1724.9711482109979,3136.1971499218644,706.3422222222223,3.873267235189054
129.78,6.26,143,0.6,2.16,0.91,2534.3236682380725,3205.364131778607,728.7466666666667,1.8680250290108
161.58,5.94,354,1.16,3.53,0.78,2847.9957814500826,3294.686175218607,652.0710344827586,5.828376202934624
152.49,6.18,385,1.13,2.46,0.42,3251.721694604377,3253.298377650605,615.0729203539823,6.543396396067364
95.87,6.85,236,1.1,3.91,1.13,2149.974462921259,2732.6980427434896,674.0345454545454,3.4004006343951865
86.542,6.5,177,1.13,2.21,0.85,1373.4892996145163,3000.0,605.5729203539823,2.3838654729040503
