Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar,Printable
13.955,5.93,141,0.61,3.04,0.61,21.00145990483649,3292.775028581624,757.815081967213,1.8394257874178772,True
14.396,6.66,104,1.0,3.48,0.67,42.72069710599866,2855.4738977694856,672.24,1.3484768470618396,True
17.102,6.19,125,1.22,2.35,0.56,41.28581592147055,3248.1241722823684,600.4475409836066,1.618033988749895,True
11.144,6.97,234,0.79,3.4,0.41,31.280067976608773,2701.331410619076,711.7316455696202,3.3636093588337084,True
14.946,6.77,172,0.63,3.64,0.78,49.61852811371656,2774.9666791108625,772.2882539682539,2.3046070818879105,True
15.608,6.91,225,0.85,3.39,0.9,59.16291066079293,2711.911894296917,697.055294117647,3.2,True
16.575,5.66,158,1.27,3.59,0.55,20.77508876790642,3144.526102230515,642.4042519685039,2.0888233633730344,True
10.679,6.67,182,1.11,3.66,0.63,23.67244351030124,2847.2875752748887,663.2241441441441,2.464251389206585,True
17.893,6.23,185,1.24,2.4,0.82,46.89116252714992,3225.0333208891375,600.2322580645161,2.5130176352928455,True
12.994,6.83,100,1.37,2.48,0.89,38.995850925844294,2741.777391898817,591.0283211678832,1.3,True
17.888,6.02,187,1.26,2.06,0.87,38.12230745799521,3299.4080185284815,585.264126984127,2.545749231944131,True
16.027,7.0,237,0.65,2.63,0.73,65.86304211830794,2700.0,726.0938461538461,3.418854898757388,True
13.01,6.39,183,1.14,3.54,0.7,28.455006037082473,3101.6213760735877,654.8708771929824,2.4804624914398152,True
16.217,6.75,128,0.66,2.02,0.7,57.64662095435131,2787.867965644036,699.1842424242424,1.6585237502960395,True
14.467,6.56,135,0.99,2.01,0.84,40.15237681922409,2943.785605624283,617.9961616161615,1.7548466041712032,True
17.251,6.63,245,1.19,3.75,0.52,60.06241554431229,2880.855632809566,656.953781512605,3.5678852651297115,True
13.749,5.94,166,0.61,3.78,0.45,20.620840261429862,3294.686175218607,785.9350819672131,2.2110083109090968,True
15.194,6.52,172,0.91,2.3,0.88,42.985209968290285,2981.1628441412063,643.2241758241757,2.3046070818879105,True
15.968,6.98,222,1.03,3.15,0.75,64.60740786496575,2700.5919814715185,655.0398058252426,3.146180402013438,True
14.667,6.56,181,1.02,2.69,0.58,41.2702290737627,2943.785605624283,639.0827450980393,2.448084762016273,True
17.697,5.59,116,0.73,2.78,0.53,21.20812858196757,3083.6973318117684,704.8180821917808,1.4994865882041641,True
17.706,6.21,137,0.69,3.06,0.41,45.0830815478232,3237.0465037127074,728.1640579710145,1.782835110214871,True
17.759,6.36,108,1.16,3.94,0.7,51.72337076161377,3127.7337874695213,667.6510344827586,1.397895138643706,True
17.129,5.66,201,1.23,3.58,0.49,22.187063824839996,3144.526102230515,646.1213008130081,2.7797334581042583,True
14.222,6.36,186,0.78,2.97,0.69,33.17196158818898,3127.7337874695213,697.9882051282051,2.5293614365114956,True
17.944,5.7,222,1.0,2.33,0.47,25.83102327674634,3176.335575687742,628.54,3.146180402013438,True
15.035,6.66,142,0.71,2.45,0.42,46.597382265353986,2855.4738977694856,698.4521126760563,1.8537002326955552,True
15.566,6.71,235,1.06,2.17,0.74,51.699370727095435,2816.127883904107,613.403396226415,3.381985426750108,True
14.675,6.48,125,1.34,3.49,0.66,38.89073163540178,3018.8371558587937,632.0229850746268,1.618033988749895,True
17.122,6.59,243,0.98,3.98,0.76,57.49177973862201,2916.302668188231,694.5053061224489,3.530396092922508,True
13.645,6.61,188,0.87,3.29,0.86,37.04392998470351,2898.3786239264123,688.9280459770115,2.562180903800634,True
12.827,6.98,130,0.65,2.57,0.41,41.68995808701802,2700.5919814715185,723.813846153846,1.6857824421031036,True
14.669,6.31,218,1.23,3.88,0.88,33.82664113058961,3168.6250133556396,657.5213008130082,3.074985141704705,True
17.795,6.53,116,1.13,3.47,0.69,59.40783779375207,2971.7675060044453,653.4529203539823,1.4994865882041641,True
17.89,6.68,102,1.22,3.78,0.89,66.89808908688728,2839.251961506301,654.7875409836065,1.3241196029703455,True
15.585,6.61,222,1.3,3.54,0.42,48.32630470911472,2898.3786239264123,637.5969230769231,3.146180402013438,True
16.51,6.31,199,0.81,3.68,0.78,42.85011633628265,3168.6250133556396,717.3708641975309,2.745792367962809,True
15.478,5.75,139,1.13,2.36,0.8,20.618553732390378,3212.132034355964,611.2729203539823,1.8110286648277376,True
11.301,6.96,221,0.68,2.33,0.84,31.97506630224311,2702.3655896056566,703.8341176470589,3.1283209545259116,True
17.287,6.33,139,0.62,2.32,0.48,47.78878086320153,3152.7124247251113,726.2245161290323,1.8110286648277376,True
16.58,6.91,129,0.68,2.39,0.59,66.76119036958072,2711.911894296917,706.1141176470588,1.6721266825731766,True
15.806,6.73,106,0.62,3.68,0.76,54.03265205028231,2801.6064404029044,777.9045161290323,1.3730694359556976,True
13.346,6.98,204,0.85,2.3,0.55,45.13188886686672,2700.5919814715185,655.635294117647,2.8309622390763862,True
16.929,6.03,180,0.64,3.25,0.85,34.508579475707776,3298.668589380924,753.5,2.4319627325598185,True
10.362,6.59,195,0.77,2.55,0.85,21.05639134029631,2916.302668188231,684.6922077922078,2.678421446827955,True
16.484,6.97,106,0.7,3.46,0.6,68.44010908072606,2701.331410619076,740.0514285714286,1.3730694359556976,True
17.898,5.85,219,1.4,2.64,0.89,31.40095985283106,3267.3019572565104,594.6057142857143,3.09272323243342,True
13.047,6.68,228,0.78,3.82,0.42,35.580689201623485,2839.251961506301,730.288205128205,3.2541796019867695,True
17.759,6.3,197,1.3,3.51,0.5,49.1522585611991,3176.335575687742,636.4569230769231,2.7120214103846285,True
16.737,5.81,142,0.91,2.95,0.62,26.107233022609694,3248.1241722823684,667.9241758241758,1.8537002326955552,True
13.75,6.18,201,0.87,2.59,0.45,26.438452782511423,3253.298377650605,662.3280459770115,2.7797334581042583,True
17.998,6.31,133,1.23,2.59,0.79,50.92210567088291,3168.6250133556396,608.5013008130081,1.7270646600729729,True
17.558,6.16,181,1.15,2.2,0.81,42.299817885992816,3262.892004013159,602.7304347826088,2.448084762016273,True
16.797,6.32,247,0.63,3.34,0.42,44.73505092871127,3160.748038493699,760.8882539682539,3.605527768351138,True
11.979,6.44,159,1.07,3.78,0.66,25.114582309635207,3056.214394375717,673.1727102803738,2.1039309710832326,True
14.849,5.85,148,1.33,3.33,0.41,21.613660758699634,3267.3019572565104,626.8407518796993,1.9403981671746184,True
11.829,6.89,103,0.7,3.58,0.84,33.564027084682635,2717.7357693137324,744.6114285714285,1.3362686649635989,True
15.373,6.36,136,1.4,3.11,0.78,38.75850879757575,3127.7337874695213,612.4657142857143,1.7688151323183374,True
14.162,6.29,249,1.39,2.75,0.81,30.986973189378723,3183.872116095893,599.6079136690647,3.6433229805414524,True
16.179,6.72,106,0.88,2.92,0.57,56.23190216153884,2808.7728030753933,672.7781818181818,1.3730694359556976,True
14.161,5.97,129,1.0,3.07,0.56,22.62649548081905,3298.668589380924,656.66,1.6721266825731766,True
14.488,6.32,105,0.96,3.36,0.66,33.281383098673416,3160.748038493699,674.3466666666667,1.3607438643406065,True
17.013,6.23,123,0.9,2.04,0.61,42.3922512085214,3225.0333208891375,635.2977777777778,1.5913087922306866,True
13.228,6.06,220,0.84,2.04,0.73,21.739918341785742,3294.686175218607,647.9961904761905,3.1105018674576734,True
11.072,6.37,242,1.4,2.96,0.42,20.27260365658292,3119.144367190434,606.7657142857144,3.5117092024297434,True
16.041,6.76,232,0.91,2.55,0.69,56.77845852947143,2781.309411773577,652.7241758241757,3.326974976896683,True
14.962,6.17,188,1.26,3.1,0.51,31.010149891756225,3258.222608101183,624.7841269841269,2.562180903800634,True
15.633,6.56,135,0.99,3.03,0.79,46.88554312605456,2943.785605624283,656.7561616161615,1.7548466041712032,True
11.091,6.36,144,0.81,3.3,0.75,20.17396280562082,3127.7337874695213,702.9308641975308,1.8824,True
10.116,6.8,109,0.78,3.92,0.85,23.181656328092718,2757.294901687516,734.0882051282051,1.4103947275770001,True
14.719,6.56,169,1.03,3.57,0.53,41.56338461888134,2943.785605624283,670.9998058252427,2.2576,True
13.138,6.45,184,0.83,2.5,0.53,30.44917077063708,3046.930339512069,667.7710843373494,2.496717947032079,True
17.233,6.16,142,1.4,3.3,0.66,40.748364680352886,3262.892004013159,619.6857142857143,1.8537002326955552,True
14.112,6.93,220,1.11,3.79,0.47,48.961920837840196,2707.224971418376,668.1641441441441,3.1105018674576734,True
16.269,6.62,114,1.31,2.47,0.85,53.03985767576724,2889.5626341945963,595.9974045801526,1.4737495365852555,True
16.899,6.19,214,1.01,3.45,0.88,40.31151122541983,3248.1241722823684,669.5158415841585,3.0044400891217182,True
17.596,5.69,180,1.31,3.69,0.82,24.480638600047264,3168.6250133556396,642.3574045801527,2.4319627325598185,True
17.413,6.08,105,0.7,2.71,0.65,38.451030889876336,3290.5749483385894,711.5514285714286,1.3607438643406065,True
13.673,6.6,244,1.35,2.59,0.47,36.92918401219472,2907.2949016875164,596.9385185185184,3.5491214734739582,True
17.84,6.83,219,1.13,2.73,0.63,73.50593000764557,2741.777391898817,625.3329203539823,3.09272323243342,True
13.941,6.51,125,1.3,3.04,0.72,35.91456621230613,2990.5767722765618,618.5969230769231,1.618033988749895,True
12.63,6.64,121,1.21,2.95,0.87,32.423336111547066,2872.2662125304787,624.3314049586777,1.5648,True
11.031,6.53,177,0.93,2.05,0.83,22.82850812108417,2971.7675060044453,629.9430107526881,2.3838654729040503,True
11.024,6.9,220,1.24,3.36,0.77,29.33265131039192,2714.683045111454,636.7122580645162,3.1105018674576734,True
11.215,6.43,127,1.09,3.25,0.84,21.838875321349484,3065.442972418963,650.2889908256881,1.6449738512298,True
11.111,6.76,148,1.26,3.85,0.85,27.241248960961986,2781.309411773577,653.2841269841269,1.9403981671746184,True
15.127,6.28,166,0.8,3.29,0.82,35.04561383199297,3191.2271969246067,705.02,2.2110083109090968,True
15.34,6.39,186,1.05,3.04,0.55,39.5598656660352,3101.6213760735877,647.9009523809524,2.5293614365114956,True
10.965,6.64,121,1.35,2.15,0.87,24.438146799981944,2872.2662125304787,580.2185185185185,1.5648,True
12.914,6.79,155,1.04,3.77,0.72,37.53344179714012,2762.953496287293,677.1061538461538,2.043787550150603,True
14.027,6.73,196,0.68,2.29,0.8,42.55415028747307,2801.6064404029044,702.3141176470588,2.6952000000000003,True
15.523,6.78,102,0.84,3.6,0.43,53.87706010355445,2768.8460271672634,707.2761904761904,1.3241196029703455,True
16.989,6.82,107,0.74,2.43,0.58,66.23388662333463,2746.7016223493956,688.5562162162163,1.385453285046704,True
17.367,6.3,102,1.31,3.95,0.85,47.006300510353135,3176.335575687742,652.2374045801527,1.3241196029703455,True
15.986,6.26,188,0.65,2.77,0.4,38.4526395661802,3205.364131778607,731.4138461538462,2.562180903800634,True
11.476,6.47,158,0.69,3.37,0.48,23.59936508902845,3028.2324939955547,739.9440579710144,2.0888233633730344,True
11.675,6.72,127,0.82,2.22,0.86,29.281492086362427,2808.7728030753933,659.4819512195122,1.6449738512298,True
12.964,6.88,161,0.78,2.79,0.42,40.063437304072615,2721.0670542335247,691.1482051282051,2.134288787209898,True
15.98,6.83,177,1.07,3.33,0.43,58.977481980849895,2741.777391898817,656.0727102803738,2.3838654729040503,True
12.019,6.48,127,1.36,3.71,0.43,26.087145709231972,3018.8371558587937,638.6270588235294,1.6449738512298,True
15.707,5.98,123,1.08,2.06,0.43,28.14627485365093,3299.4080185284815,606.4281481481481,1.5913087922306866,True
14.257,6.08,178,1.07,2.03,0.46,25.776092826938704,3290.5749483385894,606.6727102803738,2.39985296273159,True
10.857,6.44,102,0.87,3.12,0.53,20.63025069460362,3056.214394375717,682.4680459770115,1.3241196029703455,True
14.261,6.44,106,1.09,2.1,0.46,35.59465513621226,3056.214394375717,606.5889908256881,1.3730694359556976,True
11.94,6.62,220,1.14,2.84,0.86,28.56862150699957,2889.5626341945963,628.2708771929824,3.1105018674576734,True
13.018,6.49,236,1.0,3.84,0.88,30.84104448483774,3009.4232277234382,685.92,3.4004006343951865,True
12.577,6.36,123,1.16,3.71,0.42,25.942028196850867,3127.7337874695213,658.9110344827586,1.5913087922306866,True
11.692,6.53,132,0.91,2.24,0.7,25.646338775397357,2971.7675060044453,640.9441758241758,1.7132516309488317,True
12.62,6.98,142,1.38,2.42,0.56,40.35524412258044,2700.5919814715185,587.9020289855073,1.8537002326955552,True
17.124,5.82,217,1.13,3.77,0.64,27.68079053459111,3253.298377650605,664.8529203539823,3.0572876881571225,True
16.313,6.39,170,0.76,2.73,0.5,44.737505144136016,3101.6213760735877,694.2663157894737,2.27322305421512,True
13.988,6.83,188,1.25,2.94,0.65,45.19016467337307,2741.777391898817,619.72,2.562180903800634,True
15.964,5.91,207,1.1,2.63,0.66,26.852896503487216,3288.088105703083,625.3945454545454,2.882569100781759,True
12.27,6.47,174,1.14,2.98,0.78,26.977913962501695,3028.2324939955547,633.5908771929825,2.33617410939159,True
15.167,6.08,244,0.84,3.63,0.65,29.171594056778506,3290.5749483385894,708.4161904761905,3.5491214734739582,True
14.566,6.59,224,1.27,2.42,0.79,41.608051552179234,2916.302668188231,597.944251968504,3.182020014839561,True
17.892,6.21,107,0.99,3.01,0.58,46.035244362502986,3237.0465037127074,655.9961616161615,1.385453285046704,True
14.846,6.34,178,1.39,2.51,0.59,35.54542218573407,3144.526102230515,590.4879136690647,2.39985296273159,True
11.898,6.31,217,0.83,2.73,0.58,22.2538823642806,3168.6250133556396,676.5110843373494,3.0572876881571225,True
11.968,6.67,127,0.7,3.44,0.71,29.7320652259709,2847.2875752748887,739.2914285714286,1.6449738512298,True
11.285,6.52,239,0.88,2.95,0.53,23.712532282640105,2981.1628441412063,673.9181818181819,3.4558802682111467,True
17.859,6.51,109,0.91,3.57,0.58,58.9382240528663,2990.5767722765618,691.4841758241757,1.4103947275770001,True
13.183,6.53,136,1.19,3.6,0.7,32.60440398070038,2971.7675060044453,651.253781512605,1.7688151323183374,True
17.756,6.49,110,0.84,3.24,0.53,57.37607242021855,3009.4232277234382,693.5961904761905,1.4229517863897334,True
16.537,6.46,189,1.29,2.69,0.58,48.623004886354266,3037.5999700692914,606.251007751938,2.5786563352319694,True
12.063,6.5,118,0.83,2.37,0.74,26.685913918948238,3000.0,662.8310843373495,1.5254464783693005,True
17.435,6.04,117,0.95,2.75,0.82,36.989624404699654,3297.6344103943434,652.921052631579,1.5124387981502883,True
14.454,6.84,193,1.29,3.37,0.43,48.56049955143929,2737.107995986841,632.0910077519379,2.64499335197105,True
14.573,6.28,131,1.15,3.03,0.55,32.52565020988037,3191.2271969246067,634.2704347826087,1.6994908253088057,True
16.156,6.37,157,0.78,3.0,0.6,43.164335995755344,3119.144367190434,699.1282051282051,2.0737634892193935,True
12.589,6.18,248,0.95,2.6,0.49,22.162212092260432,3253.298377650605,647.2210526315789,3.624406324407887,True
13.403,6.47,128,1.19,3.3,0.68,32.19017035334833,3028.2324939955547,639.853781512605,1.6585237502960395,True
14.061,6.03,146,1.09,2.4,0.53,23.806573344375632,3298.668589380924,617.988990825688,1.911299769715846,True
11.939,6.63,239,0.67,2.27,0.81,28.768031685481727,2880.855632809566,705.0659701492536,3.4558802682111467,True
10.919,6.44,157,0.85,2.72,0.5,20.86654574634798,3056.214394375717,671.5952941176471,2.0737634892193935,True
14.885,6.23,118,0.98,2.78,0.58,32.450571819651294,3225.0333208891375,648.905306122449,1.5254464783693005,True
14.65,6.67,122,1.19,2.92,0.69,44.55097009584144,2847.2875752748887,625.413781512605,1.5780272352774767,True
11.235,6.87,232,0.99,2.16,0.87,29.901669016899227,2724.6736122948055,623.6961616161616,3.326974976896683,True
14.261,5.98,216,0.83,2.94,0.41,23.202479445137058,3299.4080185284815,684.4910843373494,3.039630965317599,True
12.693,6.51,151,1.22,3.6,0.77,29.772227639078558,2990.5767722765618,647.9475409836065,1.9844152518752967,True
11.075,6.44,109,0.74,2.31,0.89,21.467046627325413,3056.214394375717,683.9962162162162,1.4103947275770001,True
17.92,6.75,110,1.14,2.67,0.79,70.38965437812004,2787.867965644036,621.8108771929824,1.4229517863897334,True
16.479,6.59,171,1.4,3.86,0.48,53.25476530772511,2916.302668188231,640.9657142857144,2.2888921264290927,True
13.773,6.32,194,1.29,3.02,0.87,30.077489693266365,3160.748038493699,618.791007751938,2.6616858606189755,True
13.295,6.1,147,1.36,3.49,0.45,22.871300956469174,3285.316954888546,630.2670588235294,1.9258242247906998,True
17.72,6.49,180,1.13,2.05,0.63,57.14365017599319,3009.4232277234382,599.4929203539823,2.4319627325598185,True
10.994,6.42,136,1.22,2.7,0.81,20.819428868900868,3074.6069661494566,613.7475409836065,1.7688151323183374,True
17.507,6.12,128,0.96,3.29,0.4,40.45362100505205,3278.9329457664753,671.6866666666667,1.6585237502960395,True
10.532,6.81,193,1.39,2.3,0.45,25.29090689910636,2751.8758277176316,582.5079136690647,2.64499335197105,True
15.929,6.81,185,0.79,3.86,0.79,57.85217969858211,2751.8758277176316,729.2116455696203,2.5130176352928455,True
14.596,6.4,209,0.78,3.3,0.68,36.10867182443491,3092.705098312484,710.5282051282051,2.9171823596907207,True
16.735,6.85,140,1.17,2.63,0.45,65.5117619639567,2732.6980427434896,616.6921367521368,1.8252018714143141,True
11.118,6.62,143,0.74,3.93,0.61,24.770454262273002,2889.5626341945963,745.5562162162163,1.8680250290108,True
16.362,6.66,236,0.92,3.77,0.66,55.18581128438502,2855.4738977694856,697.1730434782609,3.4004006343951865,True
16.517,5.65,209,0.9,2.39,0.64,20.318646206555776,3136.1971499218644,648.5977777777778,2.9171823596907207,True
15.322,6.26,205,0.97,2.47,0.48,35.32461651818725,3205.364131778607,638.8084536082474,2.848122654377322,True
17.018,5.94,181,0.85,3.67,0.76,31.592294756807863,3294.686175218607,707.6952941176471,2.448084762016273,True
16.533,6.18,148,0.8,3.83,0.66,38.22380978033174,3253.298377650605,725.54,1.9403981671746184,True
13.513,6.85,220,0.95,3.68,0.82,42.71411378701931,2732.6980427434896,688.261052631579,3.1105018674576734,True
13.016,6.5,131,0.97,3.48,0.76,31.068944907939947,3000.0,677.1884536082474,1.6994908253088057,True
13.701,6.33,188,1.02,2.53,0.83,30.018654342508626,3152.7124247251113,633.0027450980392,2.562180903800634,True
12.411,6.17,118,1.37,3.43,0.5,21.337233795718053,3258.222608101183,627.1283211678832,1.5254464783693005,True
15.981,5.98,102,1.32,2.88,0.54,29.136832669492815,3299.4080185284815,610.6521212121212,1.3241196029703455,True
11.858,6.79,159,0.63,2.63,0.66,31.646065212909306,2762.953496287293,733.908253968254,2.1039309710832326,True
14.348,6.5,169,1.17,3.38,0.74,37.753234109029826,3000.0,645.1921367521368,2.2576,True
16.352,6.67,221,1.34,2.08,0.67,55.50392207291277,2847.2875752748887,578.4429850746269,3.1283209545259116,True
14.268,6.75,116,0.73,2.17,0.6,44.62302660603736,2787.867965644036,681.6380821917808,1.4994865882041641,True
12.494,6.24,211,1.05,2.25,0.52,23.070768974864155,3218.690588226423,617.8809523809524,2.9519616310211707,True
15.952,6.23,241,1.06,2.07,0.61,37.269619421874815,3225.0333208891375,609.603396226415,3.493060881438933,True
14.559,6.09,218,0.69,2.11,0.52,27.152982693275046,3288.088105703083,692.0640579710146,3.074985141704705,True
16.1,6.26,110,0.98,2.21,0.84,39.003025049135445,3205.364131778607,627.2453061224489,1.4229517863897334,True
17.014,6.87,147,0.89,2.97,0.68,68.57441847351072,2724.6736122948055,672.6352808988764,1.9258242247906998,True
16.57,5.72,124,0.64,2.57,0.87,22.665067653545478,3191.2271969246067,727.66,1.6046444495854764,True
10.885,6.44,185,0.84,3.49,0.79,20.73679797099308,3056.214394375717,703.0961904761905,2.5130176352928455,True
16.772,6.22,209,1.35,3.55,0.58,40.82558179813938,3231.153972832737,633.4185185185185,2.9171823596907207,True
16.378,5.94,139,0.66,2.27,0.74,29.26077789619613,3294.686175218607,708.6842424242424,1.8110286648277376,True
15.778,6.85,157,1.25,2.98,0.53,58.233346729110146,2732.6980427434896,621.24,2.0737634892193935,True
15.76,6.52,154,0.64,2.92,0.44,46.24739069674965,2981.1628441412063,740.96,2.028871793186074,True
15.129,5.96,113,0.76,2.51,0.64,25.53898653267655,3297.6344103943434,685.9063157894736,1.4609651814712121,True
15.552,6.36,217,0.99,3.24,0.6,39.666355550301446,3127.7337874695213,664.7361616161616,3.0572876881571225,True
14.342,6.79,176,0.73,2.68,0.4,46.29309988132041,2762.953496287293,701.0180821917809,2.3679230819281614,True
17.268,6.6,227,0.95,3.31,0.88,58.901474118675736,2907.2949016875164,674.2010526315789,3.2360798818747964,True
13.207,6.97,241,0.71,3.81,0.45,43.933301112990804,2701.331410619076,750.1321126760563,3.493060881438933,True
